"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.569190207E0,-8.290731907E-2,-1.831246614E-1,9.652816772E0,9.654909627E0
8.571629270E0,-8.290731907E-2,-1.879128516E-1,9.664787292E0,9.666969446E0
8.574067915E0,-8.530142903E-2,-1.831246614E-1,9.664787292E0,9.666898385E0
8.576506978E0,-9.727191925E-2,-1.903069317E-1,9.655211449E0,9.657576646E0
8.578946509E0,-8.051322401E-2,-1.855187416E-1,9.674364090E0,9.676477672E0
8.581386353E0,-7.572502643E-2,-1.711541712E-1,9.652816772E0,9.654630996E0
8.583825311E0,-6.136043742E-2,-1.927010715E-1,9.645635605E0,9.647755440E0
8.586263801E0,-5.657223612E-2,-1.735482514E-1,9.645635605E0,9.647362626E0
8.588703072E0,-1.020601094E-1,-1.711541712E-1,9.650423050E0,9.652480254E0
8.591141822E0,-8.530142903E-2,-1.711541712E-1,9.659998894E0,9.661891570E0
8.593580259E0,-6.614863127E-2,-1.903069317E-1,9.664787292E0,9.666887078E0
8.596019113E0,-8.290731907E-2,-1.879128516E-1,9.662393570E0,9.664576264E0
8.598457967E0,-7.811912894E-2,-1.903069317E-1,9.655211449E0,9.657402728E0
8.600897238E0,-7.333092391E-2,-1.759423912E-1,9.657605171E0,9.659486052E0
8.603336197E0,-8.290731907E-2,-1.807305813E-1,9.652816772E0,9.654864515E0
8.605774842E0,-5.657223612E-2,-1.759423912E-1,9.652816772E0,9.654585842E0
8.608214270E0,-7.811912894E-2,-1.783364713E-1,9.662393570E0,9.664354919E0
8.610653124E0,-9.727191925E-2,-1.831246614E-1,9.664787292E0,9.667011424E0
8.613091717E0,-7.093682885E-2,-1.950951517E-1,9.650423050E0,9.652655551E0
8.615530936E0,-8.530142903E-2,-1.663659811E-1,9.652816772E0,9.654627161E0
8.617970103E0,-8.051322401E-2,-1.735482514E-1,9.652816772E0,9.654712477E0
8.620409270E0,-7.093682885E-2,-1.735482514E-1,9.657605171E0,9.659424862E0
8.622848020E0,-7.093682885E-2,-1.855187416E-1,9.645635605E0,9.647680315E0
8.625286145E0,-6.854273379E-2,-2.046715319E-1,9.645635605E0,9.648050309E0
8.627724999E0,-6.375452876E-2,-2.022774518E-1,9.664787292E0,9.667114058E0
8.630163697E0,-7.093682885E-2,-1.855187416E-1,9.643239975E0,9.645285193E0
8.632601978E0,-9.008961916E-2,-1.759423912E-1,9.664787292E0,9.666808433E0
8.635040988E0,-8.769552410E-2,-1.855187416E-1,9.652816772E0,9.654997636E0
8.637480363E0,-7.333092391E-2,-1.950951517E-1,9.631270409E0,9.633525275E0
8.639919999E0,-1.020601094E-1,-1.855187416E-1,9.657605171E0,9.659926041E0
8.642359009E0,-9.487781674E-2,-1.831246614E-1,9.664787292E0,9.666987631E0
8.644797915E0,-5.657223612E-2,-1.591836512E-1,9.650423050E0,9.651901621E0
8.647237811E0,-8.290731907E-2,-1.759423912E-1,9.652816772E0,9.654776072E0
8.649677238E0,-7.333092391E-2,-1.974892616E-1,9.645635605E0,9.647935824E0
8.652116249E0,-8.530142903E-2,-1.855187416E-1,9.659998894E0,9.662156704E0
8.654555415E0,-6.375452876E-2,-1.783364713E-1,9.650423050E0,9.652281263E0
8.656994217E0,-9.008961916E-2,-1.831246614E-1,9.657605171E0,9.659761303E0
8.659432967E0,-7.093682885E-2,-1.903069317E-1,9.659998894E0,9.662133687E0
8.661871561E0,-8.051322401E-2,-1.903069317E-1,9.655211449E0,9.657422390E0
8.664310103E0,-8.530142903E-2,-1.783364713E-1,9.652816772E0,9.654840852E0
8.666749217E0,-7.572502643E-2,-1.711541712E-1,9.662393570E0,9.664205996E0
8.669187811E0,-7.811912894E-2,-1.855187416E-1,9.645635605E0,9.647735798E0
8.671626092E0,-7.811912894E-2,-1.807305813E-1,9.662393570E0,9.664399394E0
8.674064686E0,-7.093682885E-2,-1.879128516E-1,9.669576645E0,9.671662513E0
8.676503072E0,-6.854273379E-2,-1.663659811E-1,9.633664131E0,9.635344329E0
8.678941874E0,-8.051322401E-2,-1.687600613E-1,9.648029327E0,9.649841047E0
8.681380572E0,-7.093682885E-2,-1.735482514E-1,9.669576645E0,9.671394084E0
8.683818957E0,-8.051322401E-2,-1.687600613E-1,9.648029327E0,9.649841047E0
8.686258020E0,-7.333092391E-2,-1.735482514E-1,9.657605171E0,9.659442741E0
8.688696978E0,-7.572502643E-2,-1.831246614E-1,9.643239975E0,9.645275846E0
8.691135884E0,-8.769552410E-2,-1.903069317E-1,9.645635605E0,9.647911352E0
8.693575103E0,-6.375452876E-2,-1.879128516E-1,9.659998894E0,9.662036768E0
8.696014113E0,-9.727191925E-2,-1.855187416E-1,9.648029327E0,9.650303049E0
8.698453540E0,-7.811912894E-2,-1.759423912E-1,9.659998894E0,9.661916836E0
8.700892603E0,-9.248372167E-2,-2.046715319E-1,9.659998894E0,9.662609498E0
8.703331249E0,-8.051322401E-2,-1.759423912E-1,9.652816772E0,9.654755810E0
8.705770780E0,-5.896633118E-2,-1.759423912E-1,9.659998894E0,9.661780963E0
8.708209842E0,-9.248372167E-2,-1.879128516E-1,9.643239975E0,9.645514071E0
8.710648280E0,-7.572502643E-2,-1.974892616E-1,9.657605171E0,9.659921011E0
8.713086978E0,-8.290731907E-2,-1.783364713E-1,9.645635605E0,9.647640320E0
8.715525572E0,-5.417813361E-2,-1.855187416E-1,9.640846252E0,9.642783257E0
8.717964842E0,-8.051322401E-2,-1.903069317E-1,9.667181015E0,9.669389220E0
8.720403332E0,-6.614863127E-2,-1.927010715E-1,9.669576645E0,9.671722796E0
8.722841197E0,-7.811912894E-2,-1.807305813E-1,9.655211449E0,9.657218764E0
8.725280259E0,-7.333092391E-2,-1.687600613E-1,9.652816772E0,9.654570370E0
8.727718592E0,-6.854273379E-2,-1.950951517E-1,9.640846252E0,9.643063657E0
8.730156509E0,-9.966601431E-2,-1.879128516E-1,9.650423050E0,9.652766940E0
8.732594842E0,-6.854273379E-2,-1.591836512E-1,9.657605171E0,9.659160170E0
8.735033280E0,-8.769552410E-2,-1.639718711E-1,9.657605171E0,9.659395163E0
8.737472134E0,-9.008961916E-2,-1.567895710E-1,9.659998894E0,9.661691246E0
8.739910467E0,-4.938993603E-2,-1.711541712E-1,9.674364090E0,9.676004013E0
8.742348905E0,-6.136043742E-2,-1.927010715E-1,9.633664131E0,9.635786600E0
8.744788488E0,-8.530142903E-2,-1.759423912E-1,9.650423050E0,9.652403696E0
8.747227238E0,-9.487781674E-2,-1.783364713E-1,9.648029327E0,9.650143812E0
8.749665363E0,-8.051322401E-2,-1.711541712E-1,9.638452530E0,9.640308258E0
8.752103957E0,-8.051322401E-2,-1.855187416E-1,9.652816772E0,9.654935071E0
8.754542342E0,-6.614863127E-2,-1.974892616E-1,9.659998894E0,9.662243853E0
8.756980884E0,-8.290731907E-2,-1.831246614E-1,9.650423050E0,9.652516424E0
8.759419217E0,-7.811912894E-2,-1.998833418E-1,9.662393570E0,9.664776534E0
8.761857655E0,-7.093682885E-2,-1.759423912E-1,9.664787292E0,9.666648911E0
8.764297186E0,-8.769552410E-2,-1.735482514E-1,9.659998894E0,9.661955709E0
8.766736353E0,-8.769552410E-2,-1.759423912E-1,9.636057854E0,9.638062938E0
8.769175259E0,-8.051322401E-2,-2.022774518E-1,9.667181015E0,9.669632223E0
8.771614217E0,-8.530142903E-2,-1.855187416E-1,9.652816772E0,9.654976187E0
8.774052811E0,-7.572502643E-2,-1.903069317E-1,9.636057854E0,9.638234380E0
8.776491770E0,-8.530142903E-2,-1.687600613E-1,9.645635605E0,9.647488923E0
8.778930676E0,-7.811912894E-2,-1.543954611E-1,9.648029327E0,9.649580844E0
8.781369322E0,-7.572502643E-2,-1.831246614E-1,9.652816772E0,9.654850624E0
8.783808384E0,-7.811912894E-2,-1.950951517E-1,9.648029327E0,9.650317851E0
8.786247082E0,-8.290731907E-2,-1.855187416E-1,9.664787292E0,9.666923204E0
8.788685832E0,-6.136043742E-2,-1.807305813E-1,9.667181015E0,9.669064972E0
8.791124947E0,-9.248372167E-2,-1.687600613E-1,9.655211449E0,9.657129041E0
8.793563436E0,-7.093682885E-2,-1.591836512E-1,9.683939934E0,9.685507943E0
8.796002186E0,-7.333092391E-2,-1.783364713E-1,9.652816772E0,9.654742512E0
8.798440520E0,-6.854273379E-2,-1.783364713E-1,9.662393570E0,9.664282255E0
8.800878749E0,-8.530142903E-2,-2.118538618E-1,9.659998894E0,9.662698227E0
8.803318072E0,-9.008961916E-2,-1.855187416E-1,9.655211449E0,9.657413808E0
8.805756978E0,-6.375452876E-2,-2.046715319E-1,9.638452530E0,9.640836180E0
8.808195415E0,-7.572502643E-2,-1.783364713E-1,9.652816772E0,9.654760992E0
8.810634686E0,-9.008961916E-2,-1.759423912E-1,9.648029327E0,9.650053977E0
8.813073957E0,-7.093682885E-2,-1.615777910E-1,9.636057854E0,9.637673494E0
8.815513436E0,-5.896633118E-2,-1.759423912E-1,9.659998894E0,9.661780963E0
8.817952082E0,-7.811912894E-2,-1.783364713E-1,9.648029327E0,9.649993596E0
8.820390363E0,-7.093682885E-2,-1.855187416E-1,9.640846252E0,9.642891978E0
8.822829842E0,-9.487781674E-2,-1.831246614E-1,9.652816772E0,9.655019839E0
8.825268801E0,-9.248372167E-2,-1.543954611E-1,9.664787292E0,9.666462880E0
8.827707186E0,-6.614863127E-2,-1.879128516E-1,9.671970367E0,9.674021794E0
8.830145884E0,-6.854273379E-2,-1.831246614E-1,9.626482010E0,9.628467616E0
8.832584582E0,-8.051322401E-2,-1.735482514E-1,9.657605171E0,9.659499936E0
8.835023540E0,-5.896633118E-2,-1.783364713E-1,9.669576645E0,9.671400799E0
8.837462447E0,-7.093682885E-2,-1.807305813E-1,9.657605171E0,9.659556575E0
8.839901092E0,-7.811912894E-2,-1.831246614E-1,9.667181015E0,9.669230891E0
8.842340572E0,-8.530142903E-2,-1.831246614E-1,9.662393570E0,9.664505185E0
8.844779530E0,-8.530142903E-2,-1.783364713E-1,9.659998894E0,9.662021469E0
8.847217811E0,-6.614863127E-2,-1.831246614E-1,9.645635605E0,9.647600557E0
8.849656353E0,-7.333092391E-2,-1.783364713E-1,9.648029327E0,9.649956022E0
8.852094634E0,-7.811912894E-2,-1.735482514E-1,9.659998894E0,9.661873536E0
8.854533384E0,-5.896633118E-2,-1.735482514E-1,9.655211449E0,9.656951079E0
8.856972186E0,-8.769552410E-2,-1.759423912E-1,9.650423050E0,9.652425150E0
8.859410780E0,-1.044542119E-1,-1.735482514E-1,9.645635605E0,9.647762222E0
8.861850520E0,-8.530142903E-2,-1.807305813E-1,9.645635605E0,9.647705743E0
8.864289947E0,-8.530142903E-2,-1.783364713E-1,9.643239975E0,9.645266064E0
8.866728592E0,-9.008961916E-2,-1.879128516E-1,9.643239975E0,9.645491413E0
8.869167707E0,-7.811912894E-2,-1.759423912E-1,9.657605171E0,9.659523589E0
8.871606561E0,-8.530142903E-2,-1.855187416E-1,9.640846252E0,9.643008348E0
8.874045311E0,-7.093682885E-2,-1.615777910E-1,9.648029327E0,9.649642963E0
8.876483697E0,-6.375452876E-2,-1.687600613E-1,9.640846252E0,9.642533954E0
8.878921822E0,-8.530142903E-2,-1.950951517E-1,9.650423050E0,9.652771804E0
8.881360832E0,-5.896633118E-2,-1.807305813E-1,9.650423050E0,9.652295355E0
8.883799374E0,-7.333092391E-2,-1.903069317E-1,9.638452530E0,9.640610008E0
8.886237499E0,-6.854273379E-2,-1.711541712E-1,9.650423050E0,9.652184048E0
8.888676145E0,-7.093682885E-2,-1.735482514E-1,9.645635605E0,9.647457554E0
8.891115051E0,-7.572502643E-2,-1.639718711E-1,9.633664131E0,9.635357059E0
8.893554061E0,-7.093682885E-2,-1.735482514E-1,9.645635605E0,9.647457554E0
8.895992447E0,-1.044542119E-1,-1.615777910E-1,9.655211449E0,9.657128258E0
8.898430572E0,-6.136043742E-2,-1.879128516E-1,9.657605171E0,9.659628046E0
8.900869530E0,-7.572502643E-2,-1.687600613E-1,9.657605171E0,9.659376371E0
8.903308436E0,-5.896633118E-2,-1.807305813E-1,9.664787292E0,9.666656815E0
8.905746978E0,-8.290731907E-2,-1.496073008E-1,9.640846252E0,9.642363426E0
8.908185624E0,-6.136043742E-2,-1.472131908E-1,9.626482010E0,9.627803109E0
8.910624217E0,-5.896633118E-2,-1.783364713E-1,9.633664131E0,9.635495084E0
8.913063540E0,-9.727191925E-2,-1.903069317E-1,9.643239975E0,9.645608108E0
8.915502707E0,-7.811912894E-2,-1.855187416E-1,9.643239975E0,9.645340690E0
8.917941353E0,-8.769552410E-2,-1.927010715E-1,9.648029327E0,9.650352020E0
8.920380572E0,-6.854273379E-2,-1.927010715E-1,9.667181015E0,9.669344372E0
8.922819270E0,-7.333092391E-2,-1.927010715E-1,9.667181015E0,9.669379499E0
8.925257551E0,-8.290731907E-2,-1.974892616E-1,9.648029327E0,9.650406496E0
8.927696770E0,-6.375452876E-2,-1.759423912E-1,9.648029327E0,9.649844054E0
8.930136145E0,-7.572502643E-2,-1.855187416E-1,9.640846252E0,9.642928391E0
8.932575676E0,-7.333092391E-2,-1.831246614E-1,9.664787292E0,9.666800167E0
8.935014426E0,-6.614863127E-2,-1.520013809E-1,9.659998894E0,9.661421153E0
8.937452603E0,-7.333092391E-2,-1.711541712E-1,9.655211449E0,9.657006746E0
8.939891770E0,-9.487781674E-2,-1.543954611E-1,9.664787292E0,9.666486082E0
8.942330884E0,-7.333092391E-2,-1.520013809E-1,9.659998894E0,9.661472997E0
8.944769478E0,-7.811912894E-2,-1.783364713E-1,9.643239975E0,9.645205219E0
8.947208280E0,-6.375452876E-2,-1.831246614E-1,9.648029327E0,9.649977678E0
8.949646926E0,-7.093682885E-2,-1.663659811E-1,9.624088287E0,9.625787502E0
8.952085936E0,-6.136043742E-2,-1.663659811E-1,9.648029327E0,9.649658680E0
8.954524582E0,-7.572502643E-2,-1.759423912E-1,9.669576645E0,9.671473647E0
8.956962707E0,-6.375452876E-2,-1.927010715E-1,9.640846252E0,9.642982672E0
8.959401874E0,-7.093682885E-2,-1.783364713E-1,9.650423050E0,9.652331375E0
8.961840832E0,-7.572502643E-2,-1.759423912E-1,9.626482010E0,9.628387502E0
8.964279217E0,-7.093682885E-2,-1.927010715E-1,9.652816772E0,9.655000641E0
8.966717447E0,-9.487781674E-2,-1.927010715E-1,9.645635605E0,9.648026831E0
8.969155624E0,-7.333092391E-2,-1.807305813E-1,9.652816772E0,9.654787031E0
8.971594634E0,-9.727191925E-2,-1.735482514E-1,9.628876686E0,9.630931786E0
8.974033228E0,-8.290731907E-2,-1.855187416E-1,9.643239975E0,9.645380658E0
8.976471405E0,-8.051322401E-2,-1.639718711E-1,9.648029327E0,9.649758497E0
8.978910676E0,-8.530142903E-2,-1.735482514E-1,9.636057854E0,9.637998044E0
8.981349686E0,-8.051322401E-2,-1.591836512E-1,9.626482010E0,9.628134695E0
8.983788332E0,-7.333092391E-2,-1.711541712E-1,9.648029327E0,9.649825961E0
8.986227342E0,-8.051322401E-2,-1.974892616E-1,9.638452530E0,9.640811769E0
8.988666249E0,-9.248372167E-2,-1.879128516E-1,9.640846252E0,9.643120913E0
8.991105467E0,-6.854273379E-2,-1.903069317E-1,9.650423050E0,9.652542664E0
8.993544217E0,-7.093682885E-2,-1.855187416E-1,9.650423050E0,9.652466746E0
8.995982238E0,-7.811912894E-2,-1.807305813E-1,9.643239975E0,9.645249782E0
8.998421301E0,-9.008961916E-2,-1.807305813E-1,9.659998894E0,9.662109413E0
9.000860363E0,-6.614863127E-2,-1.687600613E-1,9.645635605E0,9.647338587E0
9.003298749E0,-6.854273379E-2,-2.094597518E-1,9.648029327E0,9.650546171E0
9.005737603E0,-8.290731907E-2,-1.879128516E-1,9.650423050E0,9.652608451E0
9.008176770E0,-8.290731907E-2,-1.711541712E-1,9.645635605E0,9.647510228E0
9.010616457E0,-8.530142903E-2,-1.735482514E-1,9.667181015E0,9.669114960E0
9.013055624E0,-7.811912894E-2,-1.567895710E-1,9.628876686E0,9.630469968E0
9.015494217E0,-7.572502643E-2,-1.735482514E-1,9.643239975E0,9.645098781E0
9.017933697E0,-7.093682885E-2,-1.615777910E-1,9.640846252E0,9.642461090E0
9.020372655E0,-6.614863127E-2,-1.783364713E-1,9.655211449E0,9.657084843E0
9.022811301E0,-6.854273379E-2,-1.663659811E-1,9.655211449E0,9.656887897E0
9.025250520E0,-9.008961916E-2,-1.783364713E-1,9.662393570E0,9.664459092E0
9.027689738E0,-8.769552410E-2,-1.687600613E-1,9.659998894E0,9.661870890E0
9.030129322E0,-6.375452876E-2,-1.735482514E-1,9.640846252E0,9.642618944E0
9.032568020E0,-8.769552410E-2,-1.711541712E-1,9.638452530E0,9.640370917E0
9.035006457E0,-8.051322401E-2,-1.735482514E-1,9.640846252E0,9.642744311E0
9.037445936E0,-6.614863127E-2,-1.735482514E-1,9.650423050E0,9.652210093E0
9.039884842E0,-7.811912894E-2,-1.735482514E-1,9.655211449E0,9.657087020E0
9.042323540E0,-7.333092391E-2,-1.735482514E-1,9.633664131E0,9.635506267E0
9.044762655E0,-8.051322401E-2,-1.807305813E-1,9.650423050E0,9.652451034E0
9.047201457E0,-7.811912894E-2,-1.735482514E-1,9.640846252E0,9.642724618E0
9.049640415E0,-7.572502643E-2,-1.974892616E-1,9.655211449E0,9.657527862E0
9.052079165E0,-7.811912894E-2,-1.879128516E-1,9.643239975E0,9.645387035E0
9.054517551E0,-8.051322401E-2,-1.783364713E-1,9.626482010E0,9.628470396E0
9.056956353E0,-7.811912894E-2,-1.927010715E-1,9.643239975E0,9.645481508E0
9.059394738E0,-7.333092391E-2,-1.879128516E-1,9.636057854E0,9.638168894E0
9.061832759E0,-8.051322401E-2,-1.759423912E-1,9.657605171E0,9.659543247E0
9.064271509E0,-7.333092391E-2,-1.927010715E-1,9.643239975E0,9.645443916E0
9.066710363E0,-7.333092391E-2,-1.927010715E-1,9.631270409E0,9.633477088E0
9.069149634E0,-6.375452876E-2,-1.855187416E-1,9.645635605E0,9.647630179E0
9.071588749E0,-8.769552410E-2,-1.927010715E-1,9.636057854E0,9.638383431E0
9.074027342E0,-9.008961916E-2,-1.927010715E-1,9.643239975E0,9.645585885E0
9.076466613E0,-8.051322401E-2,-1.711541712E-1,9.652816772E0,9.654669739E0
9.078905415E0,-7.811912894E-2,-2.046715319E-1,9.636057854E0,9.638547816E0
9.081343905E0,-7.811912894E-2,-1.855187416E-1,9.655211449E0,9.657309559E0
9.083783228E0,-7.333092391E-2,-1.783364713E-1,9.652816772E0,9.654742512E0
9.086222499E0,-8.769552410E-2,-1.807305813E-1,9.657605171E0,9.659694182E0
9.088661717E0,-9.248372167E-2,-1.855187416E-1,9.648029327E0,9.650255973E0
9.091100207E0,-7.093682885E-2,-1.567895710E-1,9.650423050E0,9.651957317E0
9.093538488E0,-7.572502643E-2,-1.639718711E-1,9.648029327E0,9.649719735E0
9.095977447E0,-9.008961916E-2,-1.759423912E-1,9.628876686E0,9.630905362E0
9.098416040E0,-6.614863127E-2,-1.735482514E-1,9.652816772E0,9.654603372E0
9.100854530E0,-8.530142903E-2,-1.879128516E-1,9.633664131E0,9.635874229E0
9.103293384E0,-7.811912894E-2,-1.783364713E-1,9.643239975E0,9.645205219E0
9.105732134E0,-6.375452876E-2,-2.022774518E-1,9.655211449E0,9.657540522E0
9.108171092E0,-7.333092391E-2,-1.831246614E-1,9.626482010E0,9.628502893E0
9.110609634E0,-8.051322401E-2,-1.807305813E-1,9.662393570E0,9.664419042E0
9.113048020E0,-7.811912894E-2,-1.831246614E-1,9.645635605E0,9.647690058E0
9.115487186E0,-7.811912894E-2,-1.711541712E-1,9.657605171E0,9.659437561E0
9.117925832E0,-7.811912894E-2,-1.974892616E-1,9.633664131E0,9.636004836E0
9.120363957E0,-7.572502643E-2,-1.807305813E-1,9.655211449E0,9.657199695E0
9.122802447E0,-8.051322401E-2,-1.950951517E-1,9.659998894E0,9.662304235E0
9.125240728E0,-6.614863127E-2,-1.927010715E-1,9.645635605E0,9.647787081E0
9.127679426E0,-7.093682885E-2,-1.687600613E-1,9.643239975E0,9.644977408E0
9.130118072E0,-9.008961916E-2,-1.687600613E-1,9.648029327E0,9.649925699E0
9.132556353E0,-9.008961916E-2,-1.807305813E-1,9.650423050E0,9.652535663E0
9.134995520E0,-5.896633118E-2,-1.735482514E-1,9.645635605E0,9.647376962E0
9.137434842E0,-8.051322401E-2,-1.879128516E-1,9.621694565E0,9.623866163E0
9.139873905E0,-8.290731907E-2,-1.759423912E-1,9.645635605E0,9.647596362E0
9.142312603E0,-7.333092391E-2,-1.759423912E-1,9.650423050E0,9.652305330E0
9.144751353E0,-8.769552410E-2,-1.783364713E-1,9.652816772E0,9.654862301E0
9.147190884E0,-8.769552410E-2,-1.759423912E-1,9.652816772E0,9.654818376E0
9.149629842E0,-9.008961916E-2,-1.711541712E-1,9.633664131E0,9.635605559E0
9.152068384E0,-8.530142903E-2,-1.639718711E-1,9.645635605E0,9.647406352E0
9.154507915E0,-6.854273379E-2,-1.759423912E-1,9.652816772E0,9.654663406E0
9.156947134E0,-8.769552410E-2,-1.927010715E-1,9.652816772E0,9.655138313E0
9.159386197E0,-7.093682885E-2,-1.879128516E-1,9.640846252E0,9.642938335E0
9.161825520E0,-7.333092391E-2,-1.855187416E-1,9.619298935E0,9.621367191E0
9.164264582E0,-9.727191925E-2,-1.974892616E-1,9.645635605E0,9.648147494E0
9.166704061E0,-7.093682885E-2,-1.855187416E-1,9.650423050E0,9.652466746E0
9.169143332E0,-6.375452876E-2,-1.711541712E-1,9.662393570E0,9.664119613E0
9.171582186E0,-5.657223612E-2,-1.759423912E-1,9.645635605E0,9.647405991E0
9.174021717E0,-7.093682885E-2,-1.711541712E-1,9.650423050E0,9.652201346E0
9.176460884E0,-6.375452876E-2,-1.711541712E-1,9.638452530E0,9.640182859E0
9.178899634E0,-9.727191925E-2,-1.855187416E-1,9.667181015E0,9.669450233E0
9.181338801E0,-6.375452876E-2,-1.711541712E-1,9.652816772E0,9.654544527E0
9.183778020E0,-7.811912894E-2,-1.711541712E-1,9.645635605E0,9.647470268E0
9.186217499E0,-7.572502643E-2,-1.879128516E-1,9.631270409E0,9.633401020E0
9.188656717E0,-6.614863127E-2,-1.879128516E-1,9.659998894E0,9.662052862E0
9.191095832E0,-7.572502643E-2,-1.807305813E-1,9.645635605E0,9.647625824E0
9.193535467E0,-6.375452876E-2,-1.855187416E-1,9.626482010E0,9.628480551E0
9.195974270E0,-6.854273379E-2,-1.759423912E-1,9.643239975E0,9.645088442E0
9.198412499E0,-8.051322401E-2,-1.927010715E-1,9.638452530E0,9.640714873E0
9.200851092E0,-5.896633118E-2,-1.831246614E-1,9.628876686E0,9.630798404E0
9.203290207E0,-8.051322401E-2,-1.663659811E-1,9.667181015E0,9.668947657E0
9.205729895E0,-7.811912894E-2,-1.711541712E-1,9.659998894E0,9.661830829E0
9.208168905E0,-6.136043742E-2,-1.831246614E-1,9.643239975E0,9.645173765E0
9.210607447E0,-5.417813361E-2,-1.783364713E-1,9.624088287E0,9.625892921E0
9.213046613E0,-6.375452876E-2,-1.855187416E-1,9.640846252E0,9.642841817E0
9.215485259E0,-7.811912894E-2,-1.950951517E-1,9.645635605E0,9.647924696E0
9.217923749E0,-9.248372167E-2,-1.759423912E-1,9.648029327E0,9.650076625E0
9.220362759E0,-8.051322401E-2,-1.855187416E-1,9.638452530E0,9.640573985E0
9.222801665E0,-6.136043742E-2,-1.711541712E-1,9.648029327E0,9.649742419E0
9.225240676E0,-8.290731907E-2,-1.735482514E-1,9.643239975E0,9.645157844E0
9.227679634E0,-8.290731907E-2,-1.735482514E-1,9.643239975E0,9.645157844E0
9.230118384E0,-9.008961916E-2,-1.879128516E-1,9.652816772E0,9.655065977E0
9.232557707E0,-8.051322401E-2,-1.855187416E-1,9.648029327E0,9.650148677E0
9.234996301E0,-8.290731907E-2,-1.807305813E-1,9.638452530E0,9.640503324E0
9.237434842E0,-7.093682885E-2,-1.759423912E-1,9.645635605E0,9.647500919E0
9.239874165E0,-7.093682885E-2,-1.687600613E-1,9.652816772E0,9.654552482E0
9.242313280E0,-7.572502643E-2,-1.831246614E-1,9.659998894E0,9.662031233E0
9.244752655E0,-5.896633118E-2,-1.879128516E-1,9.664787292E0,9.666793764E0
9.247191665E0,-6.854273379E-2,-1.735482514E-1,9.655211449E0,9.657014302E0
9.249630207E0,-7.093682885E-2,-1.783364713E-1,9.643239975E0,9.645149721E0
9.252069738E0,-9.966601431E-2,-1.855187416E-1,9.650423050E0,9.652720630E0
9.254509217E0,-8.769552410E-2,-1.855187416E-1,9.628876686E0,9.631062971E0
9.256948436E0,-6.136043742E-2,-1.687600613E-1,9.626482010E0,9.628156674E0
9.259387447E0,-7.572502643E-2,-1.903069317E-1,9.648029327E0,9.650203154E0
9.261826249E0,-8.051322401E-2,-1.807305813E-1,9.655211449E0,9.657238427E0
9.264265676E0,-6.854273379E-2,-1.711541712E-1,9.645635605E0,9.647397477E0
9.266704478E0,-8.290731907E-2,-1.831246614E-1,9.648029327E0,9.650123220E0
9.269143124E0,-7.093682885E-2,-1.831246614E-1,9.659998894E0,9.661994892E0
9.271582967E0,-7.093682885E-2,-1.831246614E-1,9.640846252E0,9.642846216E0
9.274022499E0,-7.572502643E-2,-1.879128516E-1,9.643239975E0,9.645367942E0
9.276461249E0,-6.854273379E-2,-1.807305813E-1,9.657605171E0,9.659539290E0
9.278899947E0,-8.290731907E-2,-1.711541712E-1,9.659998894E0,9.661870730E0
9.281338853E0,-7.093682885E-2,-1.783364713E-1,9.662393570E0,9.664299531E0
9.283778176E0,-8.051322401E-2,-1.903069317E-1,9.664787292E0,9.666996044E0
9.286217082E0,-7.093682885E-2,-1.974892616E-1,9.648029327E0,9.650311080E0
9.288655728E0,-8.769552410E-2,-1.783364713E-1,9.640846252E0,9.642894320E0
9.291095103E0,-8.530142903E-2,-1.591836512E-1,9.640846252E0,9.642537645E0
9.293533540E0,-6.614863127E-2,-1.998833418E-1,9.657605171E0,9.659899929E0
9.295971197E0,-7.811912894E-2,-1.567895710E-1,9.648029327E0,9.649619447E0
9.298409634E0,-6.375452876E-2,-1.855187416E-1,9.645635605E0,9.647630179E0
9.300848540E0,-7.093682885E-2,-1.879128516E-1,9.616905212E0,9.619002502E0
9.303288384E0,-8.530142903E-2,-1.735482514E-1,9.648029327E0,9.649967110E0
9.305727967E0,-8.530142903E-2,-1.807305813E-1,9.648029327E0,9.650098952E0
9.308166926E0,-9.248372167E-2,-1.759423912E-1,9.636057854E0,9.638107694E0
9.310606613E0,-8.290731907E-2,-1.759423912E-1,9.648029327E0,9.649989598E0
9.313045676E0,-8.051322401E-2,-1.807305813E-1,9.659998894E0,9.662024868E0
9.315484634E0,-8.290731907E-2,-1.903069317E-1,9.662393570E0,9.664623110E0
9.317924009E0,-6.854273379E-2,-2.070656717E-1,9.659998894E0,9.662461018E0
9.320363020E0,-7.333092391E-2,-2.022774518E-1,9.648029327E0,9.650428151E0
9.322802447E0,-6.375452876E-2,-1.879128516E-1,9.662393570E0,9.664430939E0
9.325241405E0,-7.572502643E-2,-1.783364713E-1,9.662393570E0,9.664335863E0
9.327679478E0,-7.093682885E-2,-1.831246614E-1,9.667181015E0,9.669175531E0
9.330118540E0,-8.051322401E-2,-1.927010715E-1,9.636057854E0,9.638320758E0
9.332557551E0,-6.614863127E-2,-1.807305813E-1,9.638452530E0,9.640373766E0
9.334996040E0,-8.290731907E-2,-1.615777910E-1,9.652816772E0,9.654524983E0
9.337434947E0,-8.290731907E-2,-1.831246614E-1,9.645635605E0,9.647730017E0
