"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.087220997E0,-1.188188046E-1,-2.357948273E-1,9.705487251E0,9.709078221E0
2.089659539E0,-1.092424095E-1,-2.549476326E-1,9.674364090E0,9.678339359E0
2.092099070E0,-1.283951998E-1,-2.429771274E-1,9.659998894E0,9.663907173E0
2.094538445E0,-9.008961916E-2,-2.549476326E-1,9.624088287E0,9.627886050E0
2.096978185E0,-9.248372167E-2,-2.405830324E-1,9.609723091E0,9.613179043E0
2.099417404E0,-9.487781674E-2,-2.214302421E-1,9.597753525E0,9.600776316E0
2.101856049E0,-1.044542119E-1,-2.214302421E-1,9.554658890E0,9.557795171E0
2.104295737E0,-1.116365045E-1,-2.166420519E-1,9.564235687E0,9.567340318E0
2.106735008E0,-9.966601431E-2,-2.118538618E-1,9.569023132E0,9.571886913E0
2.109173914E0,-1.164247096E-1,-2.334007472E-1,9.580994606E0,9.584544239E0
2.111613706E0,-1.044542119E-1,-2.381889224E-1,9.588175774E0,9.591702628E0
2.114053185E0,-1.116365045E-1,-2.453712225E-1,9.621694565E0,9.625470173E0
2.116492977E0,-9.008961916E-2,-2.525535226E-1,9.650423050E0,9.654147527E0
2.118932664E0,-8.769552410E-2,-2.501594424E-1,9.686334610E0,9.689961219E0
2.121372404E0,-9.966601431E-2,-2.525535226E-1,9.683939934E0,9.687745312E0
2.123812977E0,-8.290731907E-2,-2.573417425E-1,9.686334610E0,9.690107150E0
2.126252820E0,-1.020601094E-1,-2.573417425E-1,9.662393570E0,9.666358701E0
2.128692299E0,-9.727191925E-2,-2.357948273E-1,9.640846252E0,9.644219901E0
2.131132039E0,-1.044542119E-1,-2.166420519E-1,9.624088287E0,9.627093010E0
2.133572039E0,-9.248372167E-2,-2.190361321E-1,9.595357895E0,9.598303142E0
2.136012299E0,-1.020601094E-1,-2.142479420E-1,9.552265167E0,9.555212623E0
2.138452039E0,-1.140306070E-1,-2.166420519E-1,9.571416855E0,9.574547371E0
2.140891779E0,-1.068483144E-1,-2.405830324E-1,9.566629410E0,9.570250520E0
2.143332508E0,-9.487781674E-2,-2.286125422E-1,9.571416855E0,9.574616760E0
2.145772612E0,-7.572502643E-2,-2.334007472E-1,9.590570450E0,9.593708967E0
2.148212091E0,-1.068483144E-1,-2.334007472E-1,9.592964172E0,9.596397974E0
2.150651779E0,-9.008961916E-2,-2.477653325E-1,9.614511490E0,9.618125336E0
2.153090893E0,-9.248372167E-2,-2.621299326E-1,9.681546211E0,9.685535730E0
2.155530789E0,-1.260011047E-1,-2.310066223E-1,9.669576645E0,9.673156301E0
2.157970581E0,-8.530142903E-2,-2.453712225E-1,9.698305130E0,9.701783638E0
2.160409852E0,-8.051322401E-2,-2.334007472E-1,9.695911407E0,9.699054403E0
2.162849747E0,-7.811912894E-2,-2.334007472E-1,9.667181015E0,9.670313712E0
2.165289227E0,-9.008961916E-2,-2.190361321E-1,9.648029327E0,9.650935855E0
2.167728706E0,-9.487781674E-2,-2.118538618E-1,9.636057854E0,9.638853398E0
2.170168549E0,-9.008961916E-2,-2.142479420E-1,9.602540970E0,9.605353268E0
2.172607924E0,-1.044542119E-1,-2.381889224E-1,9.585782051E0,9.589309786E0
2.175047716E0,-8.290731907E-2,-2.046715319E-1,9.564235687E0,9.566784640E0
2.177487768E0,-1.044542119E-1,-2.357948273E-1,9.561841011E0,9.565318259E0
2.179927247E0,-1.020601094E-1,-2.429771274E-1,9.583388329E0,9.587011318E0
2.182367247E0,-8.530142903E-2,-2.262184322E-1,9.602540970E0,9.605584011E0
2.184806935E0,-8.051322401E-2,-2.525535226E-1,9.659998894E0,9.663635149E0
2.187246310E0,-9.008961916E-2,-2.453712225E-1,9.643239975E0,9.646781867E0
2.189686258E0,-8.051322401E-2,-2.525535226E-1,9.679152489E0,9.682781551E0
2.192126622E0,-8.051322401E-2,-2.453712225E-1,9.700698853E0,9.704135595E0
2.194567352E0,-9.966601431E-2,-2.405830324E-1,9.681546211E0,9.685047783E0
2.197007247E0,-9.487781674E-2,-2.405830324E-1,9.681546211E0,9.684999692E0
2.199446935E0,-8.530142903E-2,-2.429771274E-1,9.667181015E0,9.670610270E0
2.201887039E0,-8.530142903E-2,-2.310066223E-1,9.638452530E0,9.641597770E0
2.204326518E0,-7.333092391E-2,-2.310066223E-1,9.600147247E0,9.603206165E0
2.206765893E0,-7.811912894E-2,-2.238243222E-1,9.597753525E0,9.600680843E0
2.209205789E0,-9.727191925E-2,-2.310066223E-1,9.566629410E0,9.569912442E0
2.211645529E0,-7.811912894E-2,-2.357948273E-1,9.557053566E0,9.560281097E0
2.214085633E0,-8.290731907E-2,-2.190361321E-1,9.583388329E0,9.586249648E0
2.216525372E0,-9.008961916E-2,-2.262184322E-1,9.578599930E0,9.581694398E0
2.218964852E0,-8.290731907E-2,-2.381889224E-1,9.614511490E0,9.617818816E0
2.221405424E0,-9.966601431E-2,-2.477653325E-1,9.669576645E0,9.673263848E0
2.223845477E0,-1.140306070E-1,-2.453712225E-1,9.652816772E0,9.656608186E0
2.226285268E0,-9.487781674E-2,-2.645240426E-1,9.674364090E0,9.678444881E0
2.228725997E0,-9.727191925E-2,-2.597358227E-1,9.664787292E0,9.668766102E0
2.231166727E0,-8.530142903E-2,-2.477653325E-1,9.700698853E0,9.704237333E0
2.233607247E0,-1.044542119E-1,-2.501594424E-1,9.686334610E0,9.690127378E0
2.236047091E0,-9.487781674E-2,-2.477653325E-1,9.640846252E0,9.644496147E0
2.238486883E0,-1.044542119E-1,-2.525535226E-1,9.633664131E0,9.637540068E0
2.240927143E0,-1.116365045E-1,-2.549476326E-1,9.609723091E0,9.613752592E0
2.243366466E0,-1.188188046E-1,-2.621299326E-1,9.600147247E0,9.604460275E0
2.245805945E0,-1.068483144E-1,-2.693122029E-1,9.595357895E0,9.599731181E0
2.248246206E0,-1.140306070E-1,-2.812827229E-1,9.580994606E0,9.585800988E0
2.250685997E0,-9.487781674E-2,-2.645240426E-1,9.578599930E0,9.582721502E0
2.253125997E0,-9.727191925E-2,-2.501594424E-1,9.590570450E0,9.594325569E0
2.255565945E0,-9.248372167E-2,-2.884650230E-1,9.628876686E0,9.633640617E0
2.258005372E0,-1.020601094E-1,-2.956473231E-1,9.628876686E0,9.633955047E0
2.260445477E0,-8.290731907E-2,-2.884650230E-1,9.659998894E0,9.664660590E0
2.262885477E0,-9.966601431E-2,-2.645240426E-1,9.662393570E0,9.666527597E0
2.265325008E0,-9.248372167E-2,-2.717063129E-1,9.667181015E0,9.671440758E0
2.267764435E0,-1.020601094E-1,-3.004355133E-1,9.676757812E0,9.681958455E0
2.270203966E0,-9.487781674E-2,-2.669181228E-1,9.669576645E0,9.673725217E0
2.272644591E0,-9.727191925E-2,-2.549476326E-1,9.676757812E0,9.680604417E0
2.275084643E0,-1.044542119E-1,-2.405830324E-1,9.674364090E0,9.677918755E0
2.277524070E0,-1.236070022E-1,-2.741004229E-1,9.619298935E0,9.623997181E0
2.279964279E0,-1.092424095E-1,-2.501594424E-1,9.612116814E0,9.615992060E0
2.282404174E0,-1.068483144E-1,-2.405830324E-1,9.578599930E0,9.582216517E0
2.284843654E0,-9.248372167E-2,-2.334007472E-1,9.590570450E0,9.593855883E0
2.287283654E0,-1.260011047E-1,-2.310066223E-1,9.597753525E0,9.601359959E0
2.289723706E0,-1.188188046E-1,-2.501594424E-1,9.592964172E0,9.596960939E0
2.292164122E0,-1.116365045E-1,-2.405830324E-1,9.643239975E0,9.646886551E0
2.294604279E0,-1.164247096E-1,-2.549476326E-1,9.650423050E0,9.654492118E0
2.297043602E0,-1.092424095E-1,-2.549476326E-1,9.683939934E0,9.687911273E0
2.299483706E0,-1.164247096E-1,-2.645240426E-1,9.703093529E0,9.707396752E0
2.301923758E0,-9.966601431E-2,-2.597358227E-1,9.707880974E0,9.711866402E0
2.304363185E0,-1.044542119E-1,-2.621299326E-1,9.715063095E0,9.719160135E0
2.306803237E0,-1.068483144E-1,-2.597358227E-1,9.700698853E0,9.704763649E0
2.309243341E0,-9.727191925E-2,-2.286125422E-1,9.693517685E0,9.696701018E0
2.311683445E0,-1.092424095E-1,-2.501594424E-1,9.657605171E0,9.661462172E0
2.314123393E0,-1.116365045E-1,-2.357948273E-1,9.640846252E0,9.644375479E0
2.316562872E0,-1.068483144E-1,-2.405830324E-1,9.602540970E0,9.606148543E0
2.319003133E0,-1.092424095E-1,-2.381889224E-1,9.600147247E0,9.603722978E0
2.321443029E0,-1.068483144E-1,-2.405830324E-1,9.616905212E0,9.620507399E0
2.323882508E0,-1.068483144E-1,-2.334007472E-1,9.612116814E0,9.615543776E0
2.326322195E0,-9.966601431E-2,-2.310066223E-1,9.631270409E0,9.634555883E0
2.328761570E0,-1.236070022E-1,-2.477653325E-1,9.626482010E0,9.630463241E0
2.331201310E0,-1.236070022E-1,-2.525535226E-1,9.683939934E0,9.688021192E0
2.333640424E0,-1.044542119E-1,-2.621299326E-1,9.676757812E0,9.680871063E0
2.336079122E0,-9.966601431E-2,-2.621299326E-1,9.700698853E0,9.704751601E0
2.338518810E0,-8.290731907E-2,-2.645240426E-1,9.717457771E0,9.721411015E0
2.340958133E0,-7.093682885E-2,-2.525535226E-1,9.698305130E0,9.701852282E0
2.343397299E0,-8.290731907E-2,-2.525535226E-1,9.688728333E0,9.692373992E0
2.345837143E0,-6.854273379E-2,-2.453712225E-1,9.681546211E0,9.684897634E0
2.348276674E0,-8.530142903E-2,-2.525535226E-1,9.655211449E0,9.658890606E0
2.350716570E0,-1.020601094E-1,-2.597358227E-1,9.636057854E0,9.640098025E0
2.353156362E0,-1.116365045E-1,-2.357948273E-1,9.607329369E0,9.610870903E0
2.355595997E0,-1.068483144E-1,-2.453712225E-1,9.590570450E0,9.594303787E0
2.358036362E0,-1.068483144E-1,-2.453712225E-1,9.590570450E0,9.594303787E0
2.360475997E0,-9.248372167E-2,-2.405830324E-1,9.633664131E0,9.637111498E0
2.362915060E0,-9.966601431E-2,-2.429771274E-1,9.640846252E0,9.644422619E0
2.365354643E0,-9.487781674E-2,-2.357948273E-1,9.650423050E0,9.653769525E0
2.367794539E0,-8.290731907E-2,-2.501594424E-1,9.667181015E0,9.670772572E0
2.370234852E0,-8.051322401E-2,-2.645240426E-1,9.662393570E0,9.666349096E0
2.372674643E0,-8.290731907E-2,-2.525535226E-1,9.698305130E0,9.701947191E0
2.375114018E0,-8.290731907E-2,-2.717063129E-1,9.715063095E0,9.719215446E0
2.377553914E0,-8.530142903E-2,-2.597358227E-1,9.691122055E0,9.694977345E0
2.379993810E0,-1.020601094E-1,-2.286125422E-1,9.657605171E0,9.660849735E0
2.382433445E0,-9.487781674E-2,-2.310066223E-1,9.640846252E0,9.644080170E0
2.384873081E0,-9.487781674E-2,-2.310066223E-1,9.631270409E0,9.634507540E0
2.387312560E0,-9.966601431E-2,-2.214302421E-1,9.633664131E0,9.636723990E0
2.389752352E0,-8.290731907E-2,-2.334007472E-1,9.600147247E0,9.603341955E0
2.392191674E0,-1.188188046E-1,-2.405830324E-1,9.595357895E0,9.599108877E0
2.394630581E0,-9.727191925E-2,-2.621299326E-1,9.590570450E0,9.594645146E0
2.397070320E0,-9.727191925E-2,-2.381889224E-1,9.600147247E0,9.603594273E0
2.399509747E0,-9.487781674E-2,-2.453712225E-1,9.612116814E0,9.615716223E0
2.401948862E0,-6.375452876E-2,-2.525535226E-1,9.628876686E0,9.632399190E0
2.404388237E0,-7.811912894E-2,-2.693122029E-1,9.657605171E0,9.661675285E0
2.406827508E0,-8.051322401E-2,-2.764945030E-1,9.659998894E0,9.664290466E0
2.409267404E0,-8.769552410E-2,-2.477653325E-1,9.686334610E0,9.689899708E0
2.411706987E0,-1.020601094E-1,-2.525535226E-1,9.700698853E0,9.704522542E0
2.414146414E0,-7.572502643E-2,-2.693122029E-1,9.676757812E0,9.680800850E0
2.416586414E0,-8.530142903E-2,-2.190361321E-1,9.659998894E0,9.662858365E0
2.419025477E0,-8.290731907E-2,-2.453712225E-1,9.631270409E0,9.634752220E0
2.421464279E0,-9.487781674E-2,-2.525535226E-1,9.609723091E0,9.613509399E0
2.423903602E0,-8.051322401E-2,-2.501594424E-1,9.607329369E0,9.610922938E0
2.426342508E0,-9.966601431E-2,-2.477653325E-1,9.566629410E0,9.570356275E0
2.428782091E0,-1.044542119E-1,-2.238243222E-1,9.564235687E0,9.567424538E0
2.431221779E0,-9.966601431E-2,-2.262184322E-1,9.569023132E0,9.572215616E0
2.433661049E0,-1.068483144E-1,-2.357948273E-1,9.571416855E0,9.574917043E0
2.436101154E0,-1.044542119E-1,-2.477653325E-1,9.604935646E0,9.608698513E0
2.438540997E0,-9.487781674E-2,-2.477653325E-1,9.614511490E0,9.618171378E0
2.440980372E0,-9.966601431E-2,-2.621299326E-1,9.643239975E0,9.647316862E0
2.443420060E0,-7.811912894E-2,-2.453712225E-1,9.683939934E0,9.687363020E0
2.445860008E0,-1.116365045E-1,-2.621299326E-1,9.669576645E0,9.673773168E0
2.448300216E0,-1.092424095E-1,-2.645240426E-1,9.667181015E0,9.671416424E0
2.450739747E0,-1.140306070E-1,-2.597358227E-1,9.674364090E0,9.678521903E0
2.453178602E0,-1.068483144E-1,-2.357948273E-1,9.650423050E0,9.653894593E0
2.455618549E0,-9.008961916E-2,-2.334007472E-1,9.626482010E0,9.629732496E0
2.458058602E0,-1.020601094E-1,-2.262184322E-1,9.585782051E0,9.588994138E0
2.460497924E0,-1.020601094E-1,-2.262184322E-1,9.583388329E0,9.586601217E0
2.462937456E0,-9.487781674E-2,-2.238243222E-1,9.547475815E0,9.550570327E0
2.465377143E0,-1.116365045E-1,-2.334007472E-1,9.535506248E0,9.539015569E0
2.467816831E0,-9.727191925E-2,-2.286125422E-1,9.557053566E0,9.560282338E0
2.470255737E0,-9.966601431E-2,-2.621299326E-1,9.576206207E0,9.580311620E0
2.472694174E0,-1.044542119E-1,-2.764945030E-1,9.602540970E0,9.607088683E0
2.475133914E0,-1.020601094E-1,-2.597358227E-1,9.624088287E0,9.628133481E0
2.477573133E0,-9.727191925E-2,-2.453712225E-1,9.648029327E0,9.651639175E0
2.480011570E0,-9.966601431E-2,-2.669181228E-1,9.650423050E0,9.654628094E0
2.482450633E0,-1.044542119E-1,-2.549476326E-1,9.659998894E0,9.663927132E0
2.484889695E0,-1.068483144E-1,-2.717063129E-1,9.669576645E0,9.673983325E0
2.487329174E0,-9.487781674E-2,-2.549476326E-1,9.671970367E0,9.675795103E0
2.489768497E0,-1.116365045E-1,-2.501594424E-1,9.667181015E0,9.671061536E0
2.492207820E0,-1.044542119E-1,-2.357948273E-1,9.624088287E0,9.627543053E0
2.494648081E0,-1.116365045E-1,-2.262184322E-1,9.626482010E0,9.629786777E0
2.497087977E0,-9.487781674E-2,-2.381889224E-1,9.578599930E0,9.582030702E0
2.499527195E0,-1.044542119E-1,-2.262184322E-1,9.595357895E0,9.598592532E0
2.501966206E0,-9.487781674E-2,-2.310066223E-1,9.561841011E0,9.565101640E0
2.504405477E0,-8.530142903E-2,-2.381889224E-1,9.602540970E0,9.605873379E0
2.506845633E0,-9.248372167E-2,-2.453712225E-1,9.609723091E0,9.613300066E0
2.509285164E0,-1.212129071E-1,-2.525535226E-1,9.636057854E0,9.640128983E0
2.511724070E0,-1.116365045E-1,-2.525535226E-1,9.681546211E0,9.685483108E0
2.514164122E0,-9.727191925E-2,-2.573417425E-1,9.693517685E0,9.697420879E0
2.516603810E0,-9.727191925E-2,-2.597358227E-1,9.693517685E0,9.697484706E0
2.519042924E0,-8.769552410E-2,-2.717063129E-1,9.722246170E0,9.726437447E0
2.521482664E0,-9.966601431E-2,-2.453712225E-1,9.698305130E0,9.701920570E0
2.523922143E0,-8.530142903E-2,-2.669181228E-1,9.686334610E0,9.690386979E0
2.526361674E0,-1.044542119E-1,-2.597358227E-1,9.655211449E0,9.659269201E0
2.528800789E0,-8.290731907E-2,-2.501594424E-1,9.662393570E0,9.665986906E0
2.531239487E0,-9.487781674E-2,-2.429771274E-1,9.631270409E0,9.634801989E0
2.533679122E0,-7.572502643E-2,-2.286125422E-1,9.597753525E0,9.600774484E0
2.536118445E0,-8.769552410E-2,-2.501594424E-1,9.600147247E0,9.603806403E0
2.538557299E0,-1.331833899E-1,-2.262184322E-1,9.600147247E0,9.603735719E0
2.540996518E0,-8.769552410E-2,-2.573417425E-1,9.607329369E0,9.611175416E0
2.543436049E0,-8.769552410E-2,-2.549476326E-1,9.631270409E0,9.635043253E0
2.545875997E0,-9.487781674E-2,-2.573417425E-1,9.671970367E0,9.675858482E0
2.548315477E0,-9.966601431E-2,-2.501594424E-1,9.710275650E0,9.714008764E0
2.550754487E0,-9.966601431E-2,-2.549476326E-1,9.698305130E0,9.702167490E0
2.553194331E0,-9.487781674E-2,-2.693122029E-1,9.722246170E0,9.726438272E0
2.555633654E0,-9.008961916E-2,-2.573417425E-1,9.734215736E0,9.738033524E0
2.558072143E0,-7.811912894E-2,-2.549476326E-1,9.719852448E0,9.723509269E0
2.560511049E0,-9.008961916E-2,-2.597358227E-1,9.700698853E0,9.704593606E0
2.562950529E0,-8.290731907E-2,-2.597358227E-1,9.681546211E0,9.685384523E0
2.565390685E0,-9.487781674E-2,-2.334007472E-1,9.681546211E0,9.684823940E0
2.567830268E0,-1.092424095E-1,-2.262184322E-1,9.657605171E0,9.660871924E0
2.570269643E0,-8.051322401E-2,-2.405830324E-1,9.621694565E0,9.625038643E0
2.572710060E0,-1.140306070E-1,-2.357948273E-1,9.628876686E0,9.632438342E0
2.575149747E0,-9.727191925E-2,-2.573417425E-1,9.631270409E0,9.635198819E0
2.577588914E0,-1.020601094E-1,-2.573417425E-1,9.640846252E0,9.644820242E0
2.580029122E0,-9.487781674E-2,-2.693122029E-1,9.662393570E0,9.666611628E0
2.582469174E0,-1.044542119E-1,-2.717063129E-1,9.674364090E0,9.678742457E0
2.584909279E0,-9.248372167E-2,-2.621299326E-1,9.688728333E0,9.692714895E0
2.587348862E0,-8.769552410E-2,-2.525535226E-1,9.715063095E0,9.718740902E0
2.589787924E0,-7.333092391E-2,-2.645240426E-1,9.739004135E0,9.742871853E0
2.592227768E0,-9.966601431E-2,-2.669181228E-1,9.719852448E0,9.724027468E0
2.594667247E0,-1.140306070E-1,-2.645240426E-1,9.700698853E0,9.704974713E0
2.597106414E0,-1.068483144E-1,-2.764945030E-1,9.693517685E0,9.698048818E0
2.599545997E0,-9.966601431E-2,-2.693122029E-1,9.662393570E0,9.666659810E0
2.601985841E0,-1.068483144E-1,-2.310066223E-1,9.638452530E0,9.641812474E0
2.604425997E0,-9.008961916E-2,-2.357948273E-1,9.607329369E0,9.610644772E0
2.606865581E0,-8.769552410E-2,-2.525535226E-1,9.597753525E0,9.601476267E0
2.609304852E0,-9.248372167E-2,-2.525535226E-1,9.583388329E0,9.587161643E0
2.611745216E0,-1.188188046E-1,-2.357948273E-1,9.604935646E0,9.608564194E0
2.614185268E0,-1.044542119E-1,-2.357948273E-1,9.607329369E0,9.610790159E0
2.616624904E0,-1.116365045E-1,-2.477653325E-1,9.631270409E0,9.635103531E0
2.619064852E0,-9.248372167E-2,-2.645240426E-1,9.669576645E0,9.673636271E0
2.621504956E0,-1.092424095E-1,-2.741004229E-1,9.683939934E0,9.688434218E0
2.623945424E0,-8.769552410E-2,-2.884650230E-1,9.683939934E0,9.688632268E0
2.626385060E0,-9.487781674E-2,-2.549476326E-1,9.683939934E0,9.687759944E0
2.628824174E0,-7.572502643E-2,-2.621299326E-1,9.691122055E0,9.694962252E0
2.631264018E0,-9.727191925E-2,-2.764945030E-1,9.662393570E0,9.666838187E0
2.633703341E0,-9.487781674E-2,-2.597358227E-1,9.633664131E0,9.637631923E0
2.636142872E0,-9.966601431E-2,-2.501594424E-1,9.616905212E0,9.620674557E0
2.638582872E0,-9.008961916E-2,-2.501594424E-1,9.600147247E0,9.603828562E0
2.641022560E0,-1.092424095E-1,-2.429771274E-1,9.564235687E0,9.567945238E0
2.643462352E0,-9.008961916E-2,-2.645240426E-1,9.552265167E0,9.556351759E0
2.645901779E0,-1.068483144E-1,-2.357948273E-1,9.580994606E0,9.584491296E0
2.648340945E0,-1.044542119E-1,-2.525535226E-1,9.573812485E0,9.577712642E0
2.650781049E0,-1.116365045E-1,-2.381889224E-1,9.585782051E0,9.589390711E0
2.653220581E0,-6.136043742E-2,-2.573417425E-1,9.604935646E0,9.608578388E0
2.655659591E0,-8.051322401E-2,-2.549476326E-1,9.626482010E0,9.630194004E0
2.658099174E0,-1.116365045E-1,-2.477653325E-1,9.643239975E0,9.647068341E0
2.660538810E0,-9.727191925E-2,-2.693122029E-1,9.645635605E0,9.649884824E0
2.662979174E0,-8.290731907E-2,-2.812827229E-1,9.648029327E0,9.652484835E0
2.665419122E0,-9.248372167E-2,-2.453712225E-1,9.674364090E0,9.677917174E0
2.667858810E0,-9.008961916E-2,-2.429771274E-1,9.657605171E0,9.661081289E0
2.670299331E0,-9.966601431E-2,-2.477653325E-1,9.626482010E0,9.630185713E0
2.672739174E0,-1.092424095E-1,-2.405830324E-1,9.590570450E0,9.594209486E0
2.675178862E0,-9.008961916E-2,-2.334007472E-1,9.588175774E0,9.591439241E0
2.677618914E0,-8.290731907E-2,-2.597358227E-1,9.557053566E0,9.560941857E0
2.680059070E0,-9.966601431E-2,-2.310066223E-1,9.552265167E0,9.555577806E0
2.682499539E0,-8.769552410E-2,-2.429771274E-1,9.535506248E0,9.539004550E0
2.684939331E0,-1.140306070E-1,-2.142479420E-1,9.571416855E0,9.574493499E0
2.687378706E0,-1.092424095E-1,-2.525535226E-1,9.576206207E0,9.580158794E0
2.689818914E0,-1.212129071E-1,-2.429771274E-1,9.600147247E0,9.603986548E0
2.692258602E0,-1.068483144E-1,-2.525535226E-1,9.645635605E0,9.649532945E0
2.694697768E0,-7.572502643E-2,-2.405830324E-1,9.652816772E0,9.656111335E0
2.697137664E0,-8.290731907E-2,-2.286125422E-1,9.664787292E0,9.667846230E0
2.699577352E0,-9.008961916E-2,-2.381889224E-1,9.662393570E0,9.665748786E0
2.702017039E0,-1.140306070E-1,-2.381889224E-1,9.676757812E0,9.680360464E0
2.704456414E0,-1.116365045E-1,-2.286125422E-1,9.662393570E0,9.665742388E0
2.706895008E0,-1.092424095E-1,-2.310066223E-1,9.638452530E0,9.641839302E0
2.709334279E0,-1.020601094E-1,-2.405830324E-1,9.616905212E0,9.620455412E0
2.711773341E0,-9.487781674E-2,-2.549476326E-1,9.588175774E0,9.592033922E0
2.714212247E0,-1.044542119E-1,-2.310066223E-1,9.583388329E0,9.586741188E0
2.716652143E0,-1.068483144E-1,-2.405830324E-1,9.597753525E0,9.601362897E0
2.719092352E0,-1.188188046E-1,-2.381889224E-1,9.585782051E0,9.589477014E0
2.721532456E0,-9.966601431E-2,-2.166420519E-1,9.595357895E0,9.598320698E0
2.723971987E0,-1.212129071E-1,-2.477653325E-1,9.633664131E0,9.637611987E0
2.726410997E0,-1.164247096E-1,-2.429771274E-1,9.633664131E0,9.637431047E0
2.728850477E0,-1.044542119E-1,-2.525535226E-1,9.679152489E0,9.683010217E0
2.731289799E0,-1.044542119E-1,-2.501594424E-1,9.707880974E0,9.711665327E0
2.733729227E0,-1.068483144E-1,-2.501594424E-1,9.734215736E0,9.738015830E0
2.736168914E0,-1.116365045E-1,-2.645240426E-1,9.727034569E0,9.731271098E0
2.738608185E0,-9.966601431E-2,-2.357948273E-1,9.710275650E0,9.713649454E0
2.741047872E0,-9.487781674E-2,-2.381889224E-1,9.688728333E0,9.692120122E0
2.743486987E0,-1.140306070E-1,-2.453712225E-1,9.667181015E0,9.670966797E0
2.745925581E0,-1.092424095E-1,-2.501594424E-1,9.648029327E0,9.651890154E0
2.748365581E0,-1.140306070E-1,-2.357948273E-1,9.638452530E0,9.642010649E0
2.750805112E0,-1.020601094E-1,-2.262184322E-1,9.585782051E0,9.588994138E0
2.753244435E0,-9.966601431E-2,-2.381889224E-1,9.652816772E0,9.656269410E0
2.755684174E0,-1.044542119E-1,-2.262184322E-1,9.616905212E0,9.620132604E0
2.758123810E0,-1.188188046E-1,-2.501594424E-1,9.645635605E0,9.649610556E0
2.760563654E0,-1.044542119E-1,-2.501594424E-1,9.648029327E0,9.651837148E0
2.763003029E0,-9.008961916E-2,-2.597358227E-1,9.671970367E0,9.675876685E0
2.765442352E0,-8.530142903E-2,-2.525535226E-1,9.698305130E0,9.701967945E0
2.767882716E0,-9.966601431E-2,-2.501594424E-1,9.700698853E0,9.704435650E0
2.770322768E0,-9.248372167E-2,-2.477653325E-1,9.755763054E0,9.759346990E0
2.772762299E0,-7.333092391E-2,-2.669181228E-1,9.753369331E0,9.757296553E0
2.775202039E0,-9.487781674E-2,-2.573417425E-1,9.727034569E0,9.730900682E0
2.777641414E0,-9.966601431E-2,-2.501594424E-1,9.727034569E0,9.730761253E0
2.780080945E0,-9.248372167E-2,-2.477653325E-1,9.700698853E0,9.704303124E0
2.782520424E0,-1.116365045E-1,-2.334007472E-1,9.652816772E0,9.656283460E0
2.784959539E0,-9.008961916E-2,-2.286125422E-1,9.652816772E0,9.655943842E0
2.787399747E0,-9.248372167E-2,-2.238243222E-1,9.628876686E0,9.631921761E0
2.789839435E0,-9.008961916E-2,-2.477653325E-1,9.631270409E0,9.634877969E0
2.792278445E0,-9.248372167E-2,-2.214302421E-1,9.616905212E0,9.619898672E0
2.794717768E0,-7.333092391E-2,-2.381889224E-1,9.626482010E0,9.629707538E0
2.797157091E0,-8.769552410E-2,-2.549476326E-1,9.662393570E0,9.666154266E0
2.799596674E0,-8.769552410E-2,-2.621299326E-1,9.674364090E0,9.678311999E0
2.802035893E0,-8.769552410E-2,-2.573417425E-1,9.712669373E0,9.716473723E0
2.804474956E0,-9.727191925E-2,-2.573417425E-1,9.750975609E0,9.754855812E0
2.806915164E0,-9.248372167E-2,-2.717063129E-1,9.736610413E0,9.740839794E0
2.809355112E0,-7.811912894E-2,-2.741004229E-1,9.758156776E0,9.762318235E0
2.811794383E0,-1.020601094E-1,-2.549476326E-1,9.727034569E0,9.730910341E0
2.814234018E0,-1.116365045E-1,-2.573417425E-1,9.705487251E0,9.709540168E0
2.816673654E0,-9.966601431E-2,-2.693122029E-1,9.669576645E0,9.673839717E0
2.819113758E0,-9.248372167E-2,-2.597358227E-1,9.628876686E0,9.632823167E0
2.821553445E0,-8.769552410E-2,-2.429771274E-1,9.602540970E0,9.606014859E0
2.823992612E0,-1.020601094E-1,-2.573417425E-1,9.569023132E0,9.573026937E0
2.826432247E0,-9.248372167E-2,-2.357948273E-1,9.583388329E0,9.586734809E0
2.828871518E0,-1.092424095E-1,-2.621299326E-1,9.590570450E0,9.594773971E0
2.831310320E0,-1.020601094E-1,-2.812827229E-1,9.595357895E0,9.600022363E0
2.833749279E0,-1.188188046E-1,-2.693122029E-1,9.626482010E0,9.630981407E0
2.836188497E0,-8.769552410E-2,-2.429771274E-1,9.664787292E0,9.668238816E0
2.838628549E0,-9.487781674E-2,-2.621299326E-1,9.671970367E0,9.675987014E0
2.841068289E0,-1.188188046E-1,-2.669181228E-1,9.693517685E0,9.697919792E0
2.843507247E0,-1.068483144E-1,-2.884650230E-1,9.693517685E0,9.698397483E0
2.845947143E0,-9.487781674E-2,-2.764945030E-1,9.683939934E0,9.688350925E0
2.848387195E0,-9.487781674E-2,-2.525535226E-1,9.659998894E0,9.663765504E0
2.850826622E0,-8.769552410E-2,-2.621299326E-1,9.631270409E0,9.635235975E0
2.853265893E0,-9.727191925E-2,-2.453712225E-1,9.614511490E0,9.618133917E0
2.855705060E0,-1.092424095E-1,-2.429771274E-1,9.566629410E0,9.570338032E0
